Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology,Is Correct Abbreviation,Expected Abbreviation
05/30/2023,05/31/2023,Jamaica Bay,JA,94032.0,34700000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
05/30/2023,05/31/2023,Newtown Creek,NC,99504.0,59300000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
05/30/2023,05/31/2023,North River,NR,88416.0,50800000.0,,658596,dPCR,True,NR
05/30/2023,05/31/2023,Oakwood Beach,OB,73056.0,27900000.0,,258731,dPCR,True,OB
05/30/2023,05/31/2023,Owls Head,OH,75192.0,24500000.0,,906442,dPCR,True,OH
05/30/2023,05/31/2023,Port Richmond,PR,189816.0,73100000.0,,226167,dPCR,True,PR
05/30/2023,05/31/2023,Red Hook,RH,112392.0,39900000.0,,224029,dPCR,True,RH
05/30/2023,05/31/2023,Rockaway,RK,29664.0,16800000.0,,120539,dPCR,False,R
05/30/2023,05/31/2023,Tallman Island,TI,150072.0,59300000.0,,449907,dPCR,True,TI
05/30/2023,05/31/2023,Wards Island,WI,26592.0,15700000.0,,1201485,dPCR,True,WI
06/04/2023,06/05/2023,26th Ward,26W,38736.0,21200000.0,,290608,dPCR,True,26W
06/04/2023,06/05/2023,Bowery Bay,BB,60720.0,23600000.0,,924695,dPCR,True,BB
06/04/2023,06/05/2023,Coney Island,CI,37344.0,16000000.0,,682342,dPCR,True,CI
06/04/2023,06/05/2023,Hunts Point,HP,53952.0,27300000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
06/04/2023,06/05/2023,Jamaica Bay,JA,146112.0,56900000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
06/04/2023,06/05/2023,Newtown Creek,NC,37536.0,22100000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
06/04/2023,06/05/2023,North River,NR,48048.0,26800000.0,,658596,dPCR,True,NR
06/04/2023,06/05/2023,Oakwood Beach,OB,39648.0,14700000.0,,258731,dPCR,True,OB
06/04/2023,06/05/2023,Owls Head,OH,57552.0,19900000.0,,906442,dPCR,True,OH
06/04/2023,06/05/2023,Port Richmond,PR,42456.0,16300000.0,,226167,dPCR,True,PR
06/04/2023,06/05/2023,Red Hook,RH,58464.0,23700000.0,,224029,dPCR,True,RH
06/04/2023,06/05/2023,Rockaway,RK,31584.0,20800000.0,,120539,dPCR,False,R
06/04/2023,06/05/2023,Tallman Island,TI,130560.0,61500000.0,,449907,dPCR,True,TI
06/04/2023,06/05/2023,Wards Island,WI,68760.0,39000000.0,,1201485,dPCR,True,WI
06/06/2023,06/07/2023,26th Ward,26W,52800.0,28200000.0,,290608,dPCR,True,26W
06/06/2023,06/07/2023,Bowery Bay,BB,102456.0,39400000.0,,924695,dPCR,True,BB
06/06/2023,06/07/2023,Coney Island,CI,43896.0,19700000.0,,682342,dPCR,True,CI
06/06/2023,06/07/2023,Hunts Point,HP,69312.0,35700000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
06/06/2023,06/07/2023,Jamaica Bay,JA,97704.0,35600000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
06/06/2023,06/07/2023,Newtown Creek,NC,41472.0,25100000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
06/06/2023,06/07/2023,North River,NR,92304.0,52500000.0,,658596,dPCR,True,NR
06/06/2023,06/07/2023,Oakwood Beach,OB,82176.0,29500000.0,,258731,dPCR,True,OB
06/06/2023,06/07/2023,Owls Head,OH,108840.0,37300000.0,,906442,dPCR,True,OH
06/06/2023,06/07/2023,Port Richmond,PR,50664.0,21200000.0,,226167,dPCR,True,PR
06/06/2023,06/07/2023,Red Hook,RH,50640.0,20500000.0,,224029,dPCR,True,RH
06/06/2023,06/07/2023,Rockaway,RK,35616.0,22400000.0,,120539,dPCR,False,R
06/06/2023,06/07/2023,Tallman Island,TI,126120.0,57300000.0,,449907,dPCR,True,TI
06/06/2023,06/07/2023,Wards Island,WI,122976.0,74400000.0,,1201485,dPCR,True,WI
06/11/2023,06/12/2023,26th Ward,26W,35064.0,18700000.0,,290608,dPCR,True,26W
06/11/2023,06/12/2023,Bowery Bay,BB,56568.0,20100000.0,,924695,dPCR,True,BB
06/11/2023,06/12/2023,Coney Island,CI,22920.0,9540000.0,,682342,dPCR,True,CI
06/11/2023,06/12/2023,Hunts Point,HP,100176.0,51700000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
06/11/2023,06/12/2023,Jamaica Bay,JA,130632.0,48900000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
06/11/2023,06/12/2023,Newtown Creek,NC,63864.0,36400000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
06/11/2023,06/12/2023,North River,NR,58368.0,30900000.0,,658596,dPCR,True,NR
06/11/2023,06/12/2023,Oakwood Beach,OB,30384.0,11300000.0,,258731,dPCR,True,OB
06/11/2023,06/12/2023,Owls Head,OH,105792.0,35300000.0,,906442,dPCR,True,OH
06/11/2023,06/12/2023,Port Richmond,PR,121776.0,44800000.0,,226167,dPCR,True,PR
06/11/2023,06/12/2023,Red Hook,RH,86280.0,35000000.0,,224029,dPCR,True,RH
06/11/2023,06/12/2023,Rockaway,RK,34080.0,21400000.0,,120539,dPCR,False,R
06/11/2023,06/12/2023,Tallman Island,TI,67632.0,29000000.0,,449907,dPCR,True,TI
06/11/2023,06/12/2023,Wards Island,WI,45984.0,27500000.0,,1201485,dPCR,True,WI
06/13/2023,06/14/2023,26th Ward,26W,46224.0,24700000.0,,290608,dPCR,True,26W
06/13/2023,06/14/2023,Bowery Bay,BB,116904.0,41200000.0,,924695,dPCR,True,BB
06/13/2023,06/14/2023,Coney Island,CI,53760.0,23900000.0,,682342,dPCR,True,CI
06/13/2023,06/14/2023,Hunts Point,HP,53808.0,26400000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
06/13/2023,06/14/2023,Jamaica Bay,JA,99528.0,36200000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
06/13/2023,06/14/2023,Newtown Creek,NC,99360.0,59500000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
06/13/2023,06/14/2023,North River,NR,79368.0,46500000.0,This sample was analyzed in duplicate.,658596,dPCR,True,NR
06/13/2023,06/14/2023,Oakwood Beach,OB,56952.0,20900000.0,,258731,dPCR,True,OB
06/13/2023,06/14/2023,Owls Head,OH,65568.0,21900000.0,,906442,dPCR,True,OH
06/13/2023,06/14/2023,Port Richmond,PR,87696.0,32300000.0,,226167,dPCR,True,PR
06/13/2023,06/14/2023,Red Hook,RH,102000.0,44800000.0,,224029,dPCR,True,RH
06/13/2023,06/14/2023,Rockaway,RK,10512.0,6600000.0,,120539,dPCR,False,R
06/13/2023,06/14/2023,Tallman Island,TI,91752.0,47100000.0,,449907,dPCR,True,TI
06/13/2023,06/14/2023,Wards Island,WI,50592.0,31400000.0,,1201485,dPCR,True,WI
06/20/2023,06/21/2023,26th Ward,26W,34920.0,18600000.0,,290608,dPCR,True,26W
06/20/2023,06/21/2023,Bowery Bay,BB,61920.0,21500000.0,,924695,dPCR,True,BB
06/20/2023,06/21/2023,Coney Island,CI,28248.0,12100000.0,,682342,dPCR,True,CI
06/20/2023,06/21/2023,Hunts Point,HP,65544.0,33100000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
06/20/2023,06/21/2023,Jamaica Bay,JA,41280.0,14600000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
06/20/2023,06/21/2023,Newtown Creek,NC,50040.0,30100000.0,This sample was analyzed in triplicate.,1156473,dPCR,True,NC
06/20/2023,06/21/2023,North River,NR,64872.0,36200000.0,,658596,dPCR,True,NR
06/20/2023,06/21/2023,Oakwood Beach,OB,56856.0,20500000.0,,258731,dPCR,True,OB
06/20/2023,06/21/2023,Owls Head,OH,76296.0,25800000.0,,906442,dPCR,True,OH
06/20/2023,06/21/2023,Port Richmond,PR,63624.0,23400000.0,,226167,dPCR,True,PR
06/20/2023,06/21/2023,Red Hook,RH,51648.0,20100000.0,,224029,dPCR,True,RH
06/20/2023,06/21/2023,Rockaway,RK,269520.0,161000000.0,,120539,dPCR,False,R
06/20/2023,06/21/2023,Tallman Island,TI,21696.0,11000000.0,,449907,dPCR,True,TI
06/20/2023,06/21/2023,Wards Island,WI,20328.0,12000000.0,,1201485,dPCR,True,WI
06/25/2023,06/26/2023,26th Ward,26W,37416.0,20000000.0,,290608,dPCR,True,26W
06/25/2023,06/26/2023,Bowery Bay,BB,53016.0,20200000.0,,924695,dPCR,True,BB
06/25/2023,06/26/2023,Coney Island,CI,41112.0,17300000.0,,682342,dPCR,True,CI
06/25/2023,06/26/2023,Hunts Point,HP,12840.0,7780000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
06/25/2023,06/26/2023,Jamaica Bay,JA,90360.0,33300000.0,This sample was analyzed in triplicate.,748737,dPCR,False,JB
06/25/2023,06/26/2023,Newtown Creek,NC,56352.0,34500000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
06/25/2023,06/26/2023,North River,NR,50592.0,29400000.0,,658596,dPCR,True,NR
06/25/2023,06/26/2023,Oakwood Beach,OB,51552.0,19900000.0,,258731,dPCR,True,OB
06/25/2023,06/26/2023,Owls Head,OH,52200.0,18100000.0,,906442,dPCR,True,OH
06/25/2023,06/26/2023,Port Richmond,PR,55776.0,20500000.0,,226167,dPCR,True,PR
06/25/2023,06/26/2023,Red Hook,RH,47712.0,20200000.0,,224029,dPCR,True,RH
06/25/2023,06/26/2023,Rockaway,RK,6552.0,3910000.0,,120539,dPCR,False,R
06/25/2023,06/26/2023,Tallman Island,TI,47136.0,20600000.0,,449907,dPCR,True,TI
06/25/2023,06/26/2023,Wards Island,WI,27984.0,17100000.0,,1201485,dPCR,True,WI
06/27/2023,06/28/2023,26th Ward,26W,26208.0,16400000.0,,290608,dPCR,True,26W
06/27/2023,06/28/2023,Bowery Bay,BB,86016.0,30600000.0,,924695,dPCR,True,BB
06/27/2023,06/28/2023,Coney Island,CI,43416.0,15400000.0,,682342,dPCR,True,CI
06/27/2023,06/28/2023,Hunts Point,HP,23064.0,12700000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
06/27/2023,06/28/2023,Jamaica Bay,JA,61704.0,21800000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
06/27/2023,06/28/2023,Newtown Creek,NC,75120.0,45500000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
06/27/2023,06/28/2023,North River,NR,46704.0,29800000.0,,658596,dPCR,True,NR
06/27/2023,06/28/2023,Oakwood Beach,OB,37056.0,14200000.0,,258731,dPCR,True,OB
06/27/2023,06/28/2023,Owls Head,OH,74976.0,25400000.0,,906442,dPCR,True,OH
06/27/2023,06/28/2023,Port Richmond,PR,43776.0,17600000.0,,226167,dPCR,True,PR
06/27/2023,06/28/2023,Red Hook,RH,78192.0,29100000.0,,224029,dPCR,True,RH
06/27/2023,06/28/2023,Rockaway,RK,17064.0,9650000.0,,120539,dPCR,False,R
06/27/2023,06/28/2023,Tallman Island,TI,90360.0,37300000.0,,449907,dPCR,True,TI
06/27/2023,06/28/2023,Wards Island,WI,441360.0,284000000.0,,1201485,dPCR,True,WI
07/05/2023,07/06/2023,26th Ward,26W,36312.0,30300000.0,,290608,dPCR,True,26W
07/05/2023,07/06/2023,Bowery Bay,BB,86016.0,40500000.0,,924695,dPCR,True,BB
07/05/2023,07/06/2023,Coney Island,CI,16152.0,10200000.0,,682342,dPCR,True,CI
07/05/2023,07/06/2023,Hunts Point,HP,37344.0,26200000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
07/05/2023,07/06/2023,Jamaica Bay,JA,70872.0,28300000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
07/05/2023,07/06/2023,Newtown Creek,NC,71520.0,58300000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
07/05/2023,07/06/2023,North River,NR,42840.0,30800000.0,,658596,dPCR,True,NR
07/05/2023,07/06/2023,Oakwood Beach,OB,153240.0,61700000.0,,258731,dPCR,True,OB
07/05/2023,07/06/2023,Owls Head,OH,29664.0,13900000.0,This sample was analyzed in duplicate.,906442,dPCR,True,OH
07/05/2023,07/06/2023,Port Richmond,PR,15912.0,10900000.0,,226167,dPCR,True,PR
07/05/2023,07/06/2023,Red Hook,RH,18552.0,12500000.0,,224029,dPCR,True,RH
07/05/2023,07/06/2023,Rockaway,RK,22296.0,15400000.0,,120539,dPCR,False,R
07/05/2023,07/06/2023,Tallman Island,TI,54816.0,28600000.0,,449907,dPCR,True,TI
07/05/2023,07/06/2023,Wards Island,WI,45744.0,36000000.0,,1201485,dPCR,True,WI
07/09/2023,07/10/2023,26th Ward,26W,71520.0,64300000.0,,290608,dPCR,True,26W
07/09/2023,07/10/2023,Bowery Bay,BB,58824.0,38000000.0,,924695,dPCR,True,BB
07/09/2023,07/10/2023,Coney Island,CI,57624.0,36400000.0,This sample was analyzed in duplicate.,682342,dPCR,True,CI
07/09/2023,07/10/2023,Hunts Point,HP,48984.0,53200000.0,This sample was analyzed in duplicate. *Reran on 7/24/23,755948,dPCR,True,HP
07/09/2023,07/10/2023,Jamaica Bay,JA,79944.0,41200000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
07/09/2023,07/10/2023,Newtown Creek,NC,42624.0,38600000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
07/09/2023,07/10/2023,North River,NR,58344.0,68400000.0,,658596,dPCR,True,NR
07/09/2023,07/10/2023,Oakwood Beach,OB,66360.0,26300000.0,,258731,dPCR,True,OB
07/09/2023,07/10/2023,Owls Head,OH,75336.0,33000000.0,,906442,dPCR,True,OH
07/09/2023,07/10/2023,Port Richmond,PR,80544.0,36400000.0,,226167,dPCR,True,PR
07/09/2023,07/10/2023,Red Hook,RH,69000.0,44300000.0,,224029,dPCR,True,RH
07/09/2023,07/10/2023,Rockaway,RK,15816.0,9930000.0,,120539,dPCR,False,R
07/09/2023,07/10/2023,Tallman Island,TI,76656.0,58700000.0,,449907,dPCR,True,TI
07/09/2023,07/10/2023,Wards Island,WI,73584.0,77000000.0,,1201485,dPCR,True,WI
07/11/2023,07/12/2023,26th Ward,26W,91728.0,50200000.0,,290608,dPCR,True,26W
07/11/2023,07/12/2023,Bowery Bay,BB,81144.0,28600000.0,,924695,dPCR,True,BB
07/11/2023,07/12/2023,Coney Island,CI,133056.0,62000000.0,,682342,dPCR,True,CI
07/11/2023,07/12/2023,Hunts Point,HP,94512.0,61500000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
07/11/2023,07/12/2023,Jamaica Bay,JA,131400.0,45800000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
07/11/2023,07/12/2023,Newtown Creek,NC,85464.0,53400000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
07/11/2023,07/12/2023,North River,NR,143856.0,93400000.0,,658596,dPCR,True,NR
07/11/2023,07/12/2023,Oakwood Beach,OB,54912.0,19800000.0,This sample was analyzed in duplicate.,258731,dPCR,True,OB
07/11/2023,07/12/2023,Owls Head,OH,105336.0,34300000.0,,906442,dPCR,True,OH
07/11/2023,07/12/2023,Port Richmond,PR,96576.0,32300000.0,,226167,dPCR,True,PR
07/11/2023,07/12/2023,Red Hook,RH,64032.0,33500000.0,,224029,dPCR,True,RH
07/11/2023,07/12/2023,Rockaway,RK,18720.0,11200000.0,,120539,dPCR,False,R
07/11/2023,07/12/2023,Tallman Island,TI,120504.0,67900000.0,,449907,dPCR,True,TI
07/11/2023,07/12/2023,Wards Island,WI,51048.0,39100000.0,,1201485,dPCR,True,WI
07/16/2023,07/17/2023,26th Ward,26W,45648.0,57700000.0,,290608,dPCR,True,26W
07/16/2023,07/17/2023,Bowery Bay,BB,103704.0,76000000.0,,924695,dPCR,True,BB
07/16/2023,07/17/2023,Coney Island,CI,35976.0,22600000.0,,682342,dPCR,True,CI
07/16/2023,07/17/2023,Hunts Point,HP,37272.0,42000000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
07/16/2023,07/17/2023,Jamaica Bay,JA,63360.0,30100000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
07/16/2023,07/17/2023,Newtown Creek,NC,30096.0,31600000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
07/16/2023,07/17/2023,North River,NR,72624.0,75100000.0,,658596,dPCR,True,NR
07/16/2023,07/17/2023,Oakwood Beach,OB,59520.0,34000000.0,,258731,dPCR,True,OB
07/16/2023,07/17/2023,Owls Head,OH,71064.0,38900000.0,,906442,dPCR,True,OH
07/16/2023,07/17/2023,Port Richmond,PR,35808.0,25900000.0,This sample was analyzed in duplicate.,226167,dPCR,True,PR
07/16/2023,07/17/2023,Red Hook,RH,34488.0,31500000.0,,224029,dPCR,True,RH
07/16/2023,07/17/2023,Rockaway,RK,31488.0,20800000.0,,120539,dPCR,False,R
07/16/2023,07/17/2023,Tallman Island,TI,91752.0,68700000.0,,449907,dPCR,True,TI
07/16/2023,07/17/2023,Wards Island,WI,37200.0,38600000.0,,1201485,dPCR,True,WI
07/18/2023,07/19/2023,26th Ward,26W,65280.0,54400000.0,,290608,dPCR,True,26W
07/18/2023,07/19/2023,Bowery Bay,BB,145200.0,60600000.0,,924695,dPCR,True,BB
07/18/2023,07/19/2023,Coney Island,CI,40560.0,24800000.0,,682342,dPCR,True,CI
07/18/2023,07/19/2023,Hunts Point,HP,125040.0,99600000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
07/18/2023,07/19/2023,Jamaica Bay,JA,103224.0,44900000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
07/18/2023,07/19/2023,Newtown Creek,NC,115344.0,83400000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
07/18/2023,07/19/2023,North River,NR,108072.0,80100000.0,,658596,dPCR,True,NR
07/18/2023,07/19/2023,Oakwood Beach,OB,27816.0,16000000.0,,258731,dPCR,True,OB
07/18/2023,07/19/2023,Owls Head,OH,119688.0,42500000.0,,906442,dPCR,True,OH
07/18/2023,07/19/2023,Port Richmond,PR,63024.0,37400000.0,,226167,dPCR,True,PR
07/18/2023,07/19/2023,Red Hook,RH,107952.0,49200000.0,,224029,dPCR,True,RH
07/18/2023,07/19/2023,Rockaway,RK,21096.0,17900000.0,,120539,dPCR,False,R
07/18/2023,07/19/2023,Tallman Island,TI,160368.0,97100000.0,,449907,dPCR,True,TI
07/18/2023,07/19/2023,Wards Island,WI,72144.0,61800000.0,,1201485,dPCR,True,WI
07/23/2023,07/24/2023,26th Ward,26W,145944.0,83600000.0,This sample was analyzed in duplicate.,290608,dPCR,True,26W
07/23/2023,07/24/2023,Bowery Bay,BB,84552.0,29100000.0,,924695,dPCR,True,BB
07/23/2023,07/24/2023,Coney Island,CI,72096.0,30000000.0,,682342,dPCR,True,CI
07/23/2023,07/24/2023,Hunts Point,HP,102840.0,64400000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
07/23/2023,07/24/2023,Jamaica Bay,JA,153936.0,54500000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
07/23/2023,07/24/2023,Newtown Creek,NC,120360.0,70500000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
07/23/2023,07/24/2023,North River,NR,137784.0,76800000.0,,658596,dPCR,True,NR
07/23/2023,07/24/2023,Oakwood Beach,OB,25128.0,8860000.0,,258731,dPCR,True,OB
07/23/2023,07/24/2023,Owls Head,OH,79008.0,25700000.0,,906442,dPCR,True,OH
07/23/2023,07/24/2023,Port Richmond,PR,38520.0,13800000.0,,226167,dPCR,True,PR
07/23/2023,07/24/2023,Red Hook,RH,83496.0,32400000.0,,224029,dPCR,True,RH
07/23/2023,07/24/2023,Rockaway,RK,47088.0,29600000.0,,120539,dPCR,False,R
07/23/2023,07/24/2023,Tallman Island,TI,123360.0,54000000.0,,449907,dPCR,True,TI
07/23/2023,07/24/2023,Wards Island,WI,102672.0,70800000.0,,1201485,dPCR,True,WI
07/25/2023,07/26/2023,26th Ward,26W,154920.0,131000000.0,,290608,dPCR,True,26W
07/25/2023,07/26/2023,Bowery Bay,BB,145800.0,75800000.0,,924695,dPCR,True,BB
07/25/2023,07/26/2023,Coney Island,CI,62016.0,38200000.0,,682342,dPCR,True,CI
07/25/2023,07/26/2023,Hunts Point,HP,60264.0,45000000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
07/25/2023,07/26/2023,Jamaica Bay,JA,198768.0,78400000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
07/25/2023,07/26/2023,Newtown Creek,NC,106128.0,84100000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
07/25/2023,07/26/2023,North River,NR,180912.0,125000000.0,,658596,dPCR,True,NR
07/25/2023,07/26/2023,Oakwood Beach,OB,22536.0,11600000.0,,258731,dPCR,True,OB
07/25/2023,07/26/2023,Owls Head,OH,132672.0,52600000.0,,906442,dPCR,True,OH
07/25/2023,07/26/2023,Port Richmond,PR,30504.0,21600000.0,,226167,dPCR,True,PR
07/25/2023,07/26/2023,Red Hook,RH,111576.0,71600000.0,,224029,dPCR,True,RH
07/25/2023,07/26/2023,Rockaway,RK,123624.0,101000000.0,,120539,dPCR,False,R
07/25/2023,07/26/2023,Tallman Island,TI,130008.0,68900000.0,,449907,dPCR,True,TI
07/25/2023,07/26/2023,Wards Island,WI,125640.0,86700000.0,This sample was analyzed in duplicate.,1201485,dPCR,True,WI
07/30/2023,07/31/2023,26th Ward,26W,91896.0,55100000.0,,290608,dPCR,True,26W
07/30/2023,07/31/2023,Bowery Bay,BB,337920.0,125000000.0,,924695,dPCR,True,BB
07/30/2023,07/31/2023,Coney Island,CI,99096.0,,No flow data reported,682342,dPCR,True,CI
07/30/2023,07/31/2023,Hunts Point,HP,116952.0,70300000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
07/30/2023,07/31/2023,Jamaica Bay,JA,209496.0,75200000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
07/30/2023,07/31/2023,Newtown Creek,NC,125328.0,72600000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
07/30/2023,07/31/2023,North River,NR,118056.0,63800000.0,,658596,dPCR,True,NR
07/30/2023,07/31/2023,Oakwood Beach,OB,10560.0,3600000.0,,258731,dPCR,True,OB
07/30/2023,07/31/2023,Owls Head,OH,205752.0,68700000.0,,906442,dPCR,True,OH
07/30/2023,07/31/2023,Port Richmond,PR,103608.0,40400000.0,,226167,dPCR,True,PR
07/30/2023,07/31/2023,Red Hook,RH,105984.0,41200000.0,,224029,dPCR,True,RH
07/30/2023,07/31/2023,Rockaway,RK,98232.0,71000000.0,,120539,dPCR,False,R
07/30/2023,07/31/2023,Tallman Island,TI,240960.0,114000000.0,This sample was analyzed in duplicate.,449907,dPCR,True,TI
07/30/2023,07/31/2023,Wards Island,WI,128088.0,83100000.0,,1201485,dPCR,True,WI
08/01/2023,08/02/2023,26th Ward,26W,133296.0,74700000.0,,290608,dPCR,True,26W
08/01/2023,08/02/2023,Bowery Bay,BB,65808.0,24500000.0,,924695,dPCR,True,BB
08/01/2023,08/02/2023,Coney Island,CI,141864.0,69300000.0,,682342,dPCR,True,CI
08/01/2023,08/02/2023,Hunts Point,HP,216624.0,115000000.0,This sample was analyzed in triplicate.,755948,dPCR,True,HP
08/01/2023,08/02/2023,Jamaica Bay,JA,303600.0,106000000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
08/01/2023,08/02/2023,Newtown Creek,NC,135504.0,81600000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
08/01/2023,08/02/2023,North River,NR,149256.0,90900000.0,,658596,dPCR,True,NR
08/01/2023,08/02/2023,Oakwood Beach,OB,71880.0,26300000.0,,258731,dPCR,True,OB
08/01/2023,08/02/2023,Owls Head,OH,314400.0,102000000.0,,906442,dPCR,True,OH
08/01/2023,08/02/2023,Port Richmond,PR,282240.0,109000000.0,,226167,dPCR,True,PR
08/01/2023,08/02/2023,Red Hook,RH,196656.0,79700000.0,,224029,dPCR,True,RH
08/01/2023,08/02/2023,Rockaway,RK,68208.0,45000000.0,,120539,dPCR,False,R
08/01/2023,08/02/2023,Tallman Island,TI,304080.0,148000000.0,,449907,dPCR,True,TI
08/01/2023,08/02/2023,Wards Island,WI,37680.0,24300000.0,,1201485,dPCR,True,WI
08/06/2023,08/07/2023,26th Ward,26W,102504.0,65400000.0,,290608,dPCR,True,26W
08/06/2023,08/07/2023,Bowery Bay,BB,307680.0,116000000.0,This sample was analyzed in duplicate.,924695,dPCR,True,BB
08/06/2023,08/07/2023,Coney Island,CI,147384.0,59700000.0,,682342,dPCR,True,CI
08/06/2023,08/07/2023,Hunts Point,HP,96432.0,50700000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
08/06/2023,08/07/2023,Jamaica Bay,JA,246240.0,113000000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
08/06/2023,08/07/2023,Newtown Creek,NC,247200.0,145000000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
08/06/2023,08/07/2023,North River,NR,170088.0,105000000.0,,658596,dPCR,True,NR
08/06/2023,08/07/2023,Oakwood Beach,OB,75384.0,29900000.0,,258731,dPCR,True,OB
08/06/2023,08/07/2023,Owls Head,OH,320880.0,127000000.0,,906442,dPCR,True,OH
08/06/2023,08/07/2023,Port Richmond,PR,195456.0,85100000.0,,226167,dPCR,True,PR
08/06/2023,08/07/2023,Red Hook,RH,187800.0,136000000.0,,224029,dPCR,True,RH
08/06/2023,08/07/2023,Rockaway,RK,17064.0,10200000.0,,120539,dPCR,False,R
08/06/2023,08/07/2023,Tallman Island,TI,,,"*Sample Failure-Reran on 8/30/23, still failed*",449907,dPCR,True,TI
08/06/2023,08/07/2023,Wards Island,WI,120672.0,83600000.0,,1201485,dPCR,True,WI
08/08/2023,08/09/2023,26th Ward,26W,145176.0,81300000.0,,290608,dPCR,True,26W
08/08/2023,08/09/2023,Bowery Bay,BB,392640.0,137000000.0,This sample was analyzed in duplicate.,924695,dPCR,True,BB
08/08/2023,08/09/2023,Coney Island,CI,111240.0,42600000.0,,682342,dPCR,True,CI
08/08/2023,08/09/2023,Hunts Point,HP,169560.0,91700000.0,This sample was analyzed in duplicate.,755948,dPCR,True,HP
08/08/2023,08/09/2023,Jamaica Bay,JA,256560.0,90800000.0,This sample was analyzed in duplicate.,748737,dPCR,False,JB
08/08/2023,08/09/2023,Newtown Creek,NC,174432.0,121000000.0,This sample was analyzed in duplicate.,1156473,dPCR,True,NC
08/08/2023,08/09/2023,North River,NR,133824.0,83100000.0,,658596,dPCR,True,NR
08/08/2023,08/09/2023,Oakwood Beach,OB,54384.0,20700000.0,,258731,dPCR,True,OB
08/08/2023,08/09/2023,Owls Head,OH,310800.0,105000000.0,,906442,dPCR,True,OH
08/08/2023,08/09/2023,Port Richmond,PR,135480.0,54400000.0,,226167,dPCR,True,PR
08/08/2023,08/09/2023,Red Hook,RH,174696.0,70800000.0,,224029,dPCR,True,RH
08/08/2023,08/09/2023,Rockaway,RK,76152.0,43000000.0,,120539,dPCR,False,R
08/08/2023,08/09/2023,Tallman Island,TI,178776.0,96300000.0,,449907,dPCR,True,TI
08/08/2023,08/09/2023,Wards Island,WI,144360.0,91400000.0,,1201485,dPCR,True,WI
08/13/2023,08/14/2023,26th Ward,26W,75168.0,62700000.0,,290608,dPCR,True,26W
08/13/2023,08/14/2023,Bowery Bay,BB,189144.0,81300000.0,,924695,dPCR,True,BB
